carat,cut,color,clarity,x,y,z,price,cut/wt,color/wt,clarity/wt
1.27,4,5,4,6.83,6.93,4.31,8.818,3.149606299212598,3.937007874015748,3.149606299212598
0.53,4,6,7,5.19,5.13,3.25,7.382,7.547169811320754,11.320754716981131,13.20754716981132
0.3,3,1,5,4.33,4.3,2.66,6.842,10.0,3.3333333333333335,16.666666666666668
0.59,3,6,7,5.43,5.48,3.33,7.463,5.084745762711865,10.16949152542373,11.864406779661017
0.5,3,5,5,5.13,5.16,3.16,7.223,6.0,10.0,10.0
0.28,3,1,5,4.17,4.2,2.59,6.394,10.714285714285714,3.571428571428571,17.857142857142854
0.28,2,1,5,4.14,4.16,2.67,6.153,7.142857142857142,3.571428571428571,17.857142857142854
2.0,2,4,3,7.84,7.93,5.06,9.784,1.0,2.0,1.5
0.53,4,1,4,5.22,5.16,3.16,7.503,7.547169811320754,1.8867924528301885,7.547169811320754
0.36,3,5,4,4.58,4.63,2.86,6.395,8.333333333333334,13.88888888888889,11.11111111111111
1.0,1,2,2,6.23,6.18,4.02,8.103,1.0,2.0,2.0
0.41,6,1,5,4.72,4.77,2.98,6.726,14.634146341463415,2.4390243902439024,12.195121951219512
1.5,2,3,4,7.52,7.46,4.39,9.485,1.3333333333333333,2.0,2.6666666666666665
0.35,3,3,7,4.55,4.58,2.8,6.999,8.571428571428571,8.571428571428571,20.0
0.75,3,4,6,5.79,5.85,3.61,8.227,4.0,5.333333333333333,8.0
0.53,4,5,3,5.26,5.19,3.18,7.084,7.547169811320754,9.433962264150942,5.660377358490566
1.05,3,4,4,6.53,6.55,4.07,8.864,2.857142857142857,3.8095238095238093,3.8095238095238093
0.42,3,1,2,4.81,4.77,2.99,6.8,7.142857142857143,2.380952380952381,4.761904761904762
1.01,2,6,4,6.3,6.21,3.98,8.194,1.9801980198019802,5.9405940594059405,3.9603960396039604
0.86,1,4,4,5.89,5.97,3.94,8.137,1.1627906976744187,4.651162790697675,4.651162790697675
0.52,6,1,5,5.11,5.14,3.21,7.508,11.538461538461538,1.923076923076923,9.615384615384615
1.02,3,6,2,6.37,6.41,4.01,8.34,2.941176470588235,5.88235294117647,1.9607843137254901
0.57,3,2,5,5.33,5.37,3.27,7.622,5.2631578947368425,3.5087719298245617,8.771929824561404
0.62,6,2,4,5.59,5.66,3.32,7.612,9.67741935483871,3.2258064516129035,6.451612903225807
0.41,2,2,5,4.72,4.75,3.04,6.897,4.878048780487805,4.878048780487805,12.195121951219512
1.23,6,3,5,6.84,6.87,4.25,9.214,4.878048780487805,2.4390243902439024,4.065040650406504
1.21,3,6,3,6.78,6.81,4.24,8.542,2.479338842975207,4.958677685950414,2.479338842975207
0.59,4,6,8,5.38,5.41,3.3,7.532,6.779661016949153,10.16949152542373,13.559322033898306
0.53,3,1,4,5.26,5.23,3.2,7.454,5.660377358490566,1.8867924528301885,7.547169811320754
0.77,4,5,5,5.9,5.88,3.61,7.933,5.194805194805195,6.4935064935064934,6.4935064935064934
0.37,3,1,5,4.67,4.64,2.85,7.025,8.108108108108109,2.7027027027027026,13.513513513513514
0.41,3,2,5,4.75,4.8,2.95,7.048,7.317073170731708,4.878048780487805,12.195121951219512
1.01,6,6,3,6.36,6.43,4.01,8.346,5.9405940594059405,5.9405940594059405,2.9702970297029703
1.13,3,5,2,6.78,6.7,4.07,8.242,2.6548672566371683,4.424778761061948,1.7699115044247788
1.11,4,1,2,6.66,6.61,4.09,8.337,3.603603603603603,0.9009009009009008,1.8018018018018016
1.2,6,2,2,6.68,6.75,4.24,8.589,5.0,1.6666666666666667,1.6666666666666667
0.31,3,2,4,4.36,4.38,2.71,6.599,9.67741935483871,6.451612903225807,12.903225806451614
0.72,6,2,4,5.7,5.73,3.55,8.012,8.333333333333334,2.7777777777777777,5.555555555555555
0.97,6,5,3,6.25,6.3,3.94,8.39,6.185567010309279,5.154639175257732,3.0927835051546393
1.07,4,3,3,6.72,6.68,3.99,8.642,3.7383177570093458,2.803738317757009,2.803738317757009
0.3,3,4,6,4.26,4.32,2.69,6.528,10.0,13.333333333333334,20.0
1.0,4,3,3,6.42,6.36,3.96,8.626,4.0,3.0,3.0
0.31,3,3,8,4.3,4.34,2.69,6.773,9.67741935483871,9.67741935483871,25.806451612903228
0.71,6,5,2,5.7,5.72,3.55,7.757,8.450704225352114,7.042253521126761,2.8169014084507045
1.03,4,4,1,6.55,6.51,3.97,8.03,3.883495145631068,3.883495145631068,0.970873786407767
0.9,4,4,3,6.25,6.2,3.74,8.11,4.444444444444445,4.444444444444445,3.333333333333333
0.51,3,1,3,5.11,5.16,3.16,7.428,5.88235294117647,1.9607843137254901,5.88235294117647
0.51,4,1,3,5.28,5.23,3.09,7.274,7.8431372549019605,1.9607843137254901,5.88235294117647
0.72,3,4,5,5.75,5.8,3.54,8.154,4.166666666666667,5.555555555555555,6.944444444444445
0.53,3,3,2,5.19,5.22,3.24,6.983,5.660377358490566,5.660377358490566,3.773584905660377
0.37,3,3,7,4.71,4.75,2.8,7.202,8.108108108108109,8.108108108108109,18.91891891891892
0.3,3,4,7,4.3,4.26,2.69,6.921,10.0,13.333333333333334,23.333333333333336
2.0,4,5,3,8.07,7.99,5.06,9.569,2.0,2.5,1.5
0.41,4,3,4,4.74,4.71,2.96,7.009,9.75609756097561,7.317073170731708,9.75609756097561
0.51,4,2,3,5.2,5.22,3.14,7.358,7.8431372549019605,3.9215686274509802,5.88235294117647
0.74,3,1,3,5.74,5.7,3.58,7.82,4.054054054054054,1.3513513513513513,4.054054054054054
1.13,4,1,2,6.83,6.78,4.04,8.304,3.5398230088495577,0.8849557522123894,1.7699115044247788
0.34,3,4,8,4.48,4.5,2.79,6.881,8.823529411764705,11.76470588235294,23.52941176470588
0.31,2,2,3,4.31,4.35,2.76,6.347,6.451612903225807,6.451612903225807,9.67741935483871
0.57,3,4,5,5.34,5.36,3.27,7.63,5.2631578947368425,7.017543859649123,8.771929824561404
0.3,4,7,5,4.28,4.24,2.67,6.227,13.333333333333334,23.333333333333336,16.666666666666668
1.21,6,3,4,6.73,6.67,4.24,8.965,4.958677685950414,2.479338842975207,3.3057851239669422
1.7,6,7,7,7.56,7.61,4.77,9.288,3.5294117647058822,4.11764705882353,4.11764705882353
1.26,3,5,5,6.97,7.03,4.27,9.1,2.380952380952381,3.9682539682539684,3.9682539682539684
0.66,3,5,5,5.61,5.66,3.43,7.664,4.545454545454545,7.575757575757575,7.575757575757575
2.03,1,5,1,7.91,7.85,5.07,8.7,0.4926108374384237,2.4630541871921183,0.4926108374384237
0.38,3,5,3,4.7,4.74,2.89,6.547,7.894736842105263,13.157894736842104,7.894736842105263
0.53,3,1,4,5.17,5.21,3.16,7.382,5.660377358490566,1.8867924528301885,7.547169811320754
0.93,2,4,3,6.09,6.14,3.9,8.401,2.150537634408602,4.301075268817204,3.225806451612903
1.71,3,6,4,7.65,7.75,4.77,9.421,1.7543859649122808,3.5087719298245617,2.3391812865497075
1.03,6,5,3,6.5,6.56,3.99,8.416,5.825242718446602,4.854368932038835,2.912621359223301
0.72,3,3,5,5.77,5.74,3.55,7.948,4.166666666666667,4.166666666666667,6.944444444444445
0.81,6,3,3,5.85,5.79,3.67,7.941,7.4074074074074066,3.7037037037037033,3.7037037037037033
0.28,3,3,3,4.21,4.23,2.63,6.116,10.714285714285714,10.714285714285714,10.714285714285714
0.38,3,4,6,4.67,4.71,2.89,6.834,7.894736842105263,10.526315789473685,15.789473684210526
0.33,4,4,5,4.49,4.43,2.7,6.75,12.121212121212121,12.121212121212121,15.15151515151515
1.51,3,3,4,7.38,7.31,4.58,9.564,1.9867549668874172,1.9867549668874172,2.6490066225165565
0.5,2,3,4,5.05,5.02,3.2,7.268,4.0,6.0,8.0
1.2,3,7,5,6.81,6.89,4.18,8.652,2.5,5.833333333333334,4.166666666666667
0.54,3,5,6,5.26,5.22,3.19,7.592,5.555555555555555,9.25925925925926,11.11111111111111
1.01,2,2,3,6.34,6.38,4.06,8.602,1.9801980198019802,1.9801980198019802,2.9702970297029703
0.31,3,3,4,4.32,4.34,2.68,6.368,9.67741935483871,9.67741935483871,12.903225806451614
0.91,4,5,2,6.15,6.12,3.86,8.121,4.395604395604395,5.4945054945054945,2.1978021978021975
0.65,2,6,5,5.55,5.59,3.4,7.464,3.0769230769230766,9.23076923076923,7.692307692307692
1.21,3,5,5,6.83,6.86,4.27,8.963,2.479338842975207,4.132231404958678,4.132231404958678
0.57,3,1,3,5.33,5.28,3.28,7.455,5.2631578947368425,1.7543859649122808,5.2631578947368425
1.19,6,2,7,6.95,7.0,4.14,9.666,5.042016806722689,1.680672268907563,5.882352941176471
0.7,3,1,2,5.66,5.7,3.54,7.798,4.285714285714286,1.4285714285714286,2.857142857142857
0.72,6,1,3,5.67,5.71,3.6,8.066,8.333333333333334,1.3888888888888888,4.166666666666667
0.7,1,5,6,5.52,5.45,3.54,7.907,1.4285714285714286,7.142857142857143,8.571428571428571
0.9,3,1,3,6.18,6.24,3.83,8.501,3.333333333333333,1.1111111111111112,3.333333333333333
1.08,2,1,3,6.49,6.53,4.11,8.536,1.8518518518518516,0.9259259259259258,2.7777777777777777
0.58,3,3,5,5.42,5.47,3.26,7.59,5.172413793103448,5.172413793103448,8.620689655172415
0.41,4,5,3,4.83,4.79,2.93,6.775,9.75609756097561,12.195121951219512,7.317073170731708
1.21,3,5,2,6.84,6.77,4.26,8.635,2.479338842975207,4.132231404958678,1.6528925619834711
1.01,6,2,3,6.28,6.34,3.99,8.64,5.9405940594059405,1.9801980198019802,2.9702970297029703
0.35,6,3,8,4.55,4.58,2.83,6.934,17.142857142857142,8.571428571428571,22.857142857142858
1.0,3,3,3,6.37,6.43,3.97,8.556,3.0,3.0,3.0
0.32,4,3,4,4.44,4.48,2.65,6.469,12.5,9.375,12.5
0.3,3,3,4,4.35,4.32,2.64,6.654,10.0,10.0,13.333333333333334
0.72,3,2,4,5.81,5.83,3.52,8.094,4.166666666666667,2.7777777777777777,5.555555555555555
0.39,3,6,4,4.7,4.73,2.9,6.479,7.692307692307692,15.384615384615383,10.256410256410255
1.52,4,4,4,7.39,7.28,4.54,9.494,2.6315789473684212,2.6315789473684212,2.6315789473684212
1.51,6,1,4,7.51,7.57,4.53,9.608,3.9735099337748343,0.6622516556291391,2.6490066225165565
2.01,3,1,2,8.04,8.09,5.02,9.781,1.492537313432836,0.49751243781094534,0.9950248756218907
0.3,3,4,4,4.33,4.35,2.69,6.301,10.0,13.333333333333334,13.333333333333334
0.3,4,2,3,4.29,4.26,2.65,6.564,13.333333333333334,6.666666666666667,10.0
0.92,4,7,4,6.31,6.26,3.83,8.036,4.3478260869565215,7.608695652173913,4.3478260869565215
0.32,3,4,4,4.37,4.41,2.72,6.261,9.375,12.5,12.5
0.53,2,4,3,5.14,5.18,3.29,7.145,3.773584905660377,7.547169811320754,5.660377358490566
1.07,4,1,2,6.58,6.64,4.05,8.506,3.7383177570093458,0.9345794392523364,1.8691588785046729
0.35,3,2,3,4.54,4.55,2.8,6.468,8.571428571428571,5.714285714285714,8.571428571428571
2.02,3,7,3,8.03,8.08,5.05,9.464,1.4851485148514851,3.4653465346534653,1.4851485148514851
0.7,3,3,3,5.75,5.72,3.5,7.901,4.285714285714286,4.285714285714286,4.285714285714286
1.26,4,3,2,6.99,6.91,4.26,8.803,3.1746031746031744,2.380952380952381,1.5873015873015872
0.51,2,4,4,5.07,5.1,3.25,7.203,3.9215686274509802,7.8431372549019605,7.8431372549019605
1.01,3,3,6,6.46,6.52,3.96,9.052,2.9702970297029703,2.9702970297029703,5.9405940594059405
0.3,4,4,7,4.3,4.26,2.64,6.921,13.333333333333334,13.333333333333334,23.333333333333336
0.33,4,4,7,4.43,4.47,2.71,6.766,12.121212121212121,12.121212121212121,21.21212121212121
0.71,6,5,4,5.85,5.81,3.45,7.804,8.450704225352114,7.042253521126761,5.633802816901409
0.33,6,2,5,4.45,4.48,2.75,6.609,18.18181818181818,6.0606060606060606,15.15151515151515
0.53,6,5,5,5.16,5.13,3.26,7.382,11.320754716981131,9.433962264150942,9.433962264150942
0.35,4,3,4,4.58,4.55,2.78,6.779,11.428571428571429,8.571428571428571,11.428571428571429
0.32,3,2,2,4.38,4.4,2.71,6.168,9.375,6.25,6.25
0.39,4,5,2,4.51,6.02,4.44,6.148,10.256410256410255,12.82051282051282,5.128205128205128
0.59,6,4,7,5.4,5.43,3.33,7.721,10.16949152542373,6.779661016949153,11.864406779661017
0.7,3,2,6,5.75,5.78,3.52,8.62,4.285714285714286,2.857142857142857,8.571428571428571
1.0,1,6,3,6.31,6.24,4.13,7.977,1.0,6.0,3.0
0.32,3,4,6,4.39,4.43,2.71,6.593,9.375,12.5,18.75
0.3,4,2,2,4.33,4.3,2.64,6.353,13.333333333333334,6.666666666666667,6.666666666666667
0.33,6,4,6,4.39,4.47,2.78,6.623,18.18181818181818,12.121212121212121,18.18181818181818
0.55,3,2,2,5.26,5.29,3.21,7.217,5.454545454545454,3.6363636363636362,3.6363636363636362
0.61,3,5,8,5.55,5.59,3.31,7.808,4.918032786885246,8.19672131147541,13.114754098360656
0.4,2,4,6,4.7,4.65,2.87,6.957,5.0,10.0,15.0
0.27,3,6,8,4.2,4.22,2.55,6.375,11.11111111111111,22.22222222222222,29.629629629629626
1.3,6,7,4,6.98,6.96,4.41,8.32,4.615384615384615,5.384615384615384,3.0769230769230766
1.55,4,2,4,7.51,7.48,4.61,9.689,2.5806451612903225,1.2903225806451613,2.5806451612903225
1.53,6,4,2,7.28,7.3,4.53,9.043,3.9215686274509802,2.6143790849673203,1.3071895424836601
0.74,6,5,5,5.81,5.84,3.57,7.992,8.108108108108109,6.756756756756757,6.756756756756757
0.42,6,2,5,4.91,4.95,2.88,6.816,14.285714285714286,4.761904761904762,11.904761904761905
0.39,3,4,7,4.66,4.7,2.9,6.886,7.692307692307692,10.256410256410255,17.94871794871795
0.71,4,5,5,5.87,5.83,3.46,7.852,5.633802816901409,7.042253521126761,7.042253521126761
0.32,4,5,7,4.37,4.34,2.74,6.842,12.5,15.625,21.875
1.03,4,4,3,6.53,6.5,4.01,8.497,3.883495145631068,3.883495145631068,2.912621359223301
0.53,4,2,3,5.22,5.18,3.17,7.469,7.547169811320754,3.773584905660377,5.660377358490566
0.34,3,1,4,4.53,4.48,2.81,6.863,8.823529411764705,2.941176470588235,11.76470588235294
0.41,3,1,6,4.79,4.82,2.93,7.079,7.317073170731708,2.4390243902439024,14.634146341463415
0.47,4,4,3,4.97,4.99,3.12,6.836,8.51063829787234,8.51063829787234,6.382978723404256
1.0,2,2,5,6.27,6.21,3.99,8.74,2.0,2.0,5.0
0.9,2,4,8,6.12,6.17,3.8,8.675,2.2222222222222223,4.444444444444445,8.88888888888889
0.97,4,4,3,6.24,6.18,3.89,8.389,4.123711340206186,4.123711340206186,3.0927835051546393
1.2,6,5,4,6.78,6.68,4.26,8.7,5.0,4.166666666666667,3.3333333333333335
2.0,2,7,5,8.01,8.08,5.02,9.614,1.0,3.5,2.5
2.13,4,5,2,8.26,8.19,5.13,9.454,1.8779342723004695,2.347417840375587,0.9389671361502347
1.14,3,4,8,6.81,6.91,4.05,9.43,2.6315789473684212,3.5087719298245617,7.017543859649123
1.21,4,6,2,6.94,6.91,4.15,8.493,3.3057851239669422,4.958677685950414,1.6528925619834711
0.53,3,3,6,5.26,5.24,3.2,7.723,5.660377358490566,5.660377358490566,11.320754716981131
1.13,4,4,5,6.87,6.72,4.08,8.91,3.5398230088495577,3.5398230088495577,4.424778761061948
0.71,1,2,2,5.62,5.59,3.62,7.695,1.4084507042253522,2.8169014084507045,2.8169014084507045
0.4,3,4,2,4.82,4.76,2.91,6.768,7.5,10.0,5.0
0.56,4,4,4,5.36,5.34,3.26,7.437,7.142857142857142,7.142857142857142,7.142857142857142
0.31,3,5,7,4.32,4.35,2.67,6.492,9.67741935483871,16.129032258064516,22.580645161290324
0.53,6,2,3,5.2,5.26,3.21,7.397,11.320754716981131,3.773584905660377,5.660377358490566
1.5,4,3,3,7.36,7.34,4.57,9.36,2.6666666666666665,2.0,2.0
0.54,4,5,3,5.23,5.27,3.2,7.051,7.4074074074074066,9.25925925925926,5.555555555555555
0.5,6,3,2,4.99,4.93,3.12,7.026,12.0,6.0,4.0
0.7,6,4,3,5.6,5.55,3.53,7.689,8.571428571428571,5.714285714285714,4.285714285714286
0.54,3,4,5,5.21,5.26,3.24,7.452,5.555555555555555,7.4074074074074066,9.25925925925926
1.8,2,6,2,7.66,7.75,4.87,9.208,1.1111111111111112,3.333333333333333,1.1111111111111112
0.25,3,4,5,4.06,4.07,2.52,6.082,12.0,16.0,20.0
0.44,6,6,7,4.88,4.93,2.98,6.831,13.636363636363637,13.636363636363637,15.909090909090908
1.52,4,2,2,7.42,7.37,4.48,9.165,2.6315789473684212,1.3157894736842106,1.3157894736842106
0.56,3,1,3,5.3,5.33,3.28,7.365,5.357142857142857,1.7857142857142856,5.357142857142857
1.21,4,3,2,6.82,6.77,4.18,8.592,3.3057851239669422,2.479338842975207,1.6528925619834711
0.32,6,1,3,4.36,4.39,2.72,6.33,18.75,3.125,9.375
1.32,6,7,3,6.98,6.95,4.42,8.446,4.545454545454545,5.303030303030303,2.2727272727272725
0.32,6,1,3,4.34,4.31,2.74,6.51,18.75,3.125,9.375
0.71,3,3,6,5.7,5.65,3.55,8.012,4.225352112676057,4.225352112676057,8.450704225352114
0.91,2,3,5,6.14,6.19,3.89,8.412,2.1978021978021975,3.2967032967032965,5.4945054945054945
0.31,4,5,6,4.33,4.3,2.67,6.687,12.903225806451614,16.129032258064516,19.35483870967742
1.09,3,2,3,6.6,6.62,4.15,8.742,2.7522935779816513,1.8348623853211008,2.7522935779816513
0.31,6,1,6,4.39,4.41,2.69,6.641,19.35483870967742,3.2258064516129035,19.35483870967742
0.55,3,1,3,5.23,5.27,3.24,7.347,5.454545454545454,1.8181818181818181,5.454545454545454
0.31,4,4,6,4.3,4.28,2.7,6.81,12.903225806451614,12.903225806451614,19.35483870967742
0.42,3,5,7,4.81,4.83,2.96,6.958,7.142857142857143,11.904761904761905,16.666666666666668
0.71,2,5,3,5.84,5.79,3.39,7.664,2.8169014084507045,7.042253521126761,4.225352112676057
0.5,3,1,5,5.04,5.11,3.18,7.465,6.0,2.0,10.0
0.72,3,1,3,5.77,5.8,3.53,8.01,4.166666666666667,1.3888888888888888,4.166666666666667
0.3,3,4,4,4.29,4.32,2.67,6.221,10.0,13.333333333333334,13.333333333333334
2.15,3,6,2,8.43,8.24,5.14,9.583,1.3953488372093024,2.7906976744186047,0.9302325581395349
0.74,3,6,5,5.83,5.86,3.57,7.989,4.054054054054054,8.108108108108109,6.756756756756757
1.31,4,6,3,7.01,6.98,4.34,8.572,3.0534351145038165,4.580152671755725,2.2900763358778624
0.4,3,2,3,4.7,4.74,2.93,6.649,7.5,5.0,7.5
0.37,4,1,6,4.75,4.68,2.81,6.878,10.81081081081081,2.7027027027027026,16.216216216216218
0.73,6,5,3,5.77,5.8,3.6,7.601,8.219178082191782,6.8493150684931505,4.109589041095891
0.46,3,1,7,4.95,5.0,3.11,7.578,6.521739130434782,2.1739130434782608,15.217391304347826
0.9,2,3,4,6.03,6.07,3.9,8.359,2.2222222222222223,3.333333333333333,4.444444444444445
0.41,3,2,3,4.8,4.78,2.95,6.923,7.317073170731708,4.878048780487805,7.317073170731708
0.7,3,5,3,5.74,5.76,3.51,7.819,4.285714285714286,7.142857142857143,4.285714285714286
0.82,4,1,3,6.01,5.96,3.74,8.1,4.878048780487805,1.2195121951219512,3.658536585365854
1.01,4,4,5,6.38,6.35,3.97,8.726,3.9603960396039604,3.9603960396039604,4.9504950495049505
2.05,4,6,4,8.26,8.19,5.0,9.735,1.9512195121951221,2.9268292682926833,1.9512195121951221
0.41,3,5,8,4.76,4.74,2.95,7.125,7.317073170731708,12.195121951219512,19.51219512195122
0.55,3,2,4,5.25,5.3,3.25,7.422,5.454545454545454,3.6363636363636362,7.2727272727272725
0.81,4,7,4,6.04,6.0,3.65,7.663,4.938271604938271,8.641975308641975,4.938271604938271
0.35,3,2,3,4.51,4.54,2.82,6.468,8.571428571428571,5.714285714285714,8.571428571428571
2.01,1,4,4,7.7,7.79,5.23,9.794,0.49751243781094534,1.9900497512437814,1.9900497512437814
0.42,3,3,5,4.79,4.81,2.97,6.938,7.142857142857143,7.142857142857143,11.904761904761905
0.7,6,5,8,5.62,5.65,3.54,7.966,8.571428571428571,7.142857142857143,11.428571428571429
2.0,4,3,3,8.29,8.23,4.86,9.751,2.0,1.5,1.5
2.13,6,4,2,8.27,8.34,5.11,9.646,2.8169014084507045,1.8779342723004695,0.9389671361502347
0.31,3,4,5,4.39,4.42,2.7,6.469,9.67741935483871,12.903225806451614,16.129032258064516
1.01,6,4,7,6.42,6.33,4.02,8.911,5.9405940594059405,3.9603960396039604,6.930693069306931
1.56,3,3,2,7.41,7.45,4.58,9.231,1.923076923076923,1.923076923076923,1.282051282051282
0.42,3,2,4,4.84,4.8,2.98,7.006,7.142857142857143,4.761904761904762,9.523809523809524
0.41,4,3,2,4.86,4.82,2.92,6.81,9.75609756097561,7.317073170731708,4.878048780487805
1.33,4,4,2,7.0,6.97,4.4,8.776,3.007518796992481,3.007518796992481,1.5037593984962405
0.53,6,3,3,5.16,5.22,3.16,7.187,11.320754716981131,5.660377358490566,5.660377358490566
1.24,3,1,3,6.86,6.82,4.35,8.949,2.4193548387096775,0.8064516129032259,2.4193548387096775
2.0,1,5,2,7.84,7.8,5.15,9.438,0.5,2.5,1.0
1.16,4,7,4,6.74,6.69,4.18,8.456,3.4482758620689657,6.03448275862069,3.4482758620689657
2.01,6,5,3,7.99,8.04,5.03,9.785,2.985074626865672,2.4875621890547266,1.492537313432836
0.23,6,4,7,3.92,3.96,2.42,6.182,26.08695652173913,17.391304347826086,30.434782608695652
1.32,2,1,3,6.96,6.88,4.41,8.829,1.5151515151515151,0.7575757575757576,2.2727272727272725
1.01,6,3,3,6.44,6.47,3.94,8.497,5.9405940594059405,2.9702970297029703,2.9702970297029703
1.71,2,6,4,7.85,7.9,4.57,9.328,1.1695906432748537,3.5087719298245617,2.3391812865497075
0.41,3,1,7,4.79,4.77,2.93,7.266,7.317073170731708,2.4390243902439024,17.073170731707318
1.74,4,6,3,7.9,7.84,4.62,9.307,2.2988505747126435,3.4482758620689657,1.7241379310344829
1.22,4,6,4,6.92,7.0,4.18,8.595,3.278688524590164,4.918032786885246,3.278688524590164
1.0,4,1,3,6.45,6.4,3.92,8.477,4.0,1.0,3.0
1.2,1,3,2,6.56,6.65,4.19,8.602,0.8333333333333334,2.5,1.6666666666666667
1.01,1,1,1,6.31,6.22,4.03,7.619,0.9900990099009901,0.9900990099009901,0.9900990099009901
0.31,3,4,8,4.33,4.37,2.69,6.792,9.67741935483871,12.903225806451614,25.806451612903228
0.31,4,1,4,4.37,4.35,2.65,6.771,12.903225806451614,3.2258064516129035,12.903225806451614
1.05,6,4,5,6.5,6.55,4.03,8.82,5.714285714285714,3.8095238095238093,4.761904761904762
0.64,2,3,8,5.69,5.71,3.34,8.0,3.125,4.6875,12.5
0.71,4,5,4,5.73,5.69,3.54,7.718,5.633802816901409,7.042253521126761,5.633802816901409
1.01,2,3,3,6.21,6.16,3.97,8.361,1.9801980198019802,2.9702970297029703,2.9702970297029703
0.83,3,1,2,6.08,6.04,3.75,8.023,3.6144578313253013,1.2048192771084338,2.4096385542168677
0.72,4,7,4,5.76,5.74,3.53,7.573,5.555555555555555,9.722222222222223,5.555555555555555
1.01,4,3,5,6.5,6.46,3.85,8.903,3.9603960396039604,2.9702970297029703,4.9504950495049505
0.56,3,2,4,5.28,5.24,3.27,7.633,5.357142857142857,3.571428571428571,7.142857142857142
1.31,4,5,4,7.19,7.09,4.27,8.953,3.0534351145038165,3.8167938931297707,3.0534351145038165
0.52,3,4,6,5.18,5.2,3.18,7.548,5.769230769230769,7.692307692307692,11.538461538461538
0.39,4,1,7,4.69,4.73,2.86,7.17,10.256410256410255,2.564102564102564,17.94871794871795
0.7,4,1,2,5.75,5.7,3.46,7.814,5.714285714285714,1.4285714285714286,2.857142857142857
0.47,4,6,2,5.01,4.95,3.06,6.702,8.51063829787234,12.765957446808512,4.25531914893617
0.72,2,5,3,5.63,5.68,3.6,7.731,2.7777777777777777,6.944444444444445,4.166666666666667
0.77,3,4,4,5.84,5.88,3.64,8.173,3.896103896103896,5.194805194805195,5.194805194805195
1.73,4,5,3,7.77,7.64,4.76,9.467,2.3121387283236996,2.8901734104046244,1.7341040462427746
2.1,6,5,2,8.2,8.08,5.15,9.532,2.857142857142857,2.380952380952381,0.9523809523809523
1.21,4,4,5,6.76,6.85,4.27,9.061,3.3057851239669422,3.3057851239669422,4.132231404958678
1.5,4,4,2,7.39,7.33,4.47,9.026,2.6666666666666665,2.6666666666666665,1.3333333333333333
0.34,3,4,7,4.47,4.49,2.8,6.797,8.823529411764705,11.76470588235294,20.588235294117645
1.5,1,5,3,7.1,7.06,4.6,8.83,0.6666666666666666,3.3333333333333335,2.0
0.41,3,2,7,4.8,4.78,2.98,7.366,7.317073170731708,4.878048780487805,17.073170731707318
0.3,3,2,3,4.28,4.26,2.67,6.564,10.0,6.666666666666667,10.0
0.91,3,4,3,6.22,6.18,3.84,8.462,3.2967032967032965,4.395604395604395,3.2967032967032965
1.24,3,3,4,6.95,6.91,4.27,9.166,2.4193548387096775,2.4193548387096775,3.2258064516129035
0.42,3,2,3,4.79,4.84,2.98,6.628,7.142857142857143,4.761904761904762,7.142857142857143
0.36,3,3,3,4.59,4.62,2.83,6.397,8.333333333333334,8.333333333333334,8.333333333333334
0.63,3,1,7,5.49,5.54,3.37,8.065,4.761904761904762,1.5873015873015872,11.11111111111111
0.34,4,2,4,4.55,4.52,2.69,6.94,11.76470588235294,5.88235294117647,11.76470588235294
0.7,6,3,4,5.7,5.72,3.52,7.767,8.571428571428571,4.285714285714286,5.714285714285714
2.02,4,5,2,8.03,7.97,5.01,9.536,1.9801980198019802,2.4752475247524752,0.9900990099009901
1.41,4,1,4,7.29,7.25,4.46,9.33,2.8368794326241136,0.7092198581560284,2.8368794326241136
0.83,3,1,4,6.04,6.03,3.73,8.196,3.6144578313253013,1.2048192771084338,4.819277108433735
0.58,3,6,7,5.32,5.34,3.31,7.427,5.172413793103448,10.344827586206897,12.06896551724138
1.51,3,7,3,7.42,7.31,4.57,9.103,1.9867549668874172,4.635761589403973,1.9867549668874172
1.0,4,2,5,6.46,6.42,3.93,8.893,4.0,2.0,5.0
0.32,3,6,6,4.41,4.37,2.75,6.579,9.375,18.75,18.75
1.5,3,4,3,7.29,7.33,4.53,9.313,2.0,2.6666666666666665,2.0
1.21,3,5,4,6.73,6.7,4.23,8.722,2.479338842975207,4.132231404958678,3.3057851239669422
0.27,6,2,5,4.14,4.15,2.58,6.023,22.22222222222222,7.4074074074074066,18.51851851851852
1.55,3,1,3,7.4,7.36,4.54,9.495,1.9354838709677418,0.6451612903225806,1.9354838709677418
1.01,4,2,2,6.44,6.34,4.01,8.449,3.9603960396039604,1.9801980198019802,1.9801980198019802
0.41,4,4,4,4.76,4.72,2.93,6.967,9.75609756097561,9.75609756097561,9.75609756097561
0.38,3,1,6,4.63,4.69,2.91,6.934,7.894736842105263,2.6315789473684212,15.789473684210526
0.32,6,5,6,4.36,4.39,2.75,6.469,18.75,15.625,18.75
1.83,6,1,2,7.81,7.89,4.87,9.424,3.278688524590164,0.5464480874316939,1.0928961748633879
0.36,3,4,6,4.58,4.62,2.83,6.677,8.333333333333334,11.11111111111111,16.666666666666668
1.18,3,6,7,6.99,6.92,4.15,8.779,2.5423728813559325,5.084745762711865,5.932203389830509
1.01,6,6,3,6.32,6.4,4.04,8.475,5.9405940594059405,5.9405940594059405,2.9702970297029703
